,"12,82692308","4,726840855"
,"13,42307692","5,41567696"
,"13,80769231","6,152019002"
,"13,40384615","6,413301663"
,"13,42307692","7,315914489"
,"13,61538462","8,978622328"
,"12,82692308","9,952494062"
,"13,80769231","9,952494062"
,"12,86538462","9,501187648"
,"13,61538462","10,9263658"
,"11,69230769","11,14014252"
,"13,61538462","12,35154394"
,"13,61538462","15,17814727"
,"13,80769231","15,89073634"
,"13,80769231","16,36579572"
,"16,07692308","5,914489311"
,"16,07692308","6,864608076"
,"15,88461538","7,339667458"
,"16,07692308","8,052256532"
,"16,07692308","8,551068884"
,"16,26923077","9,239904988"
,"16,07692308","10,42755344"
,"16,26923077","10,90261283"
,"16,07692308","11,63895487"
,"16,07692308","11,63895487"
,"16,26923077","12,80285036"
,"16,07692308","13,5391924"
,"15,67307692","15,17814727"
,"15,5","15,91448931"
,"15,55769231","16,36579572"
